j2p,k_over_pi,k,sector,band,gap,D,chi_tm,lattice,quality,source_job,quality_note,source_path,checkpoint,source_sha256
0.3,0.08333333333333333,0.2617993877991494,trivial,8,0.8891751509873327,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.08333333333333333,0.2617993877991494,trivial,9,0.9075574588722681,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.08333333333333333,0.2617993877991494,trivial,10,0.9137000483194603,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,1,0.5502027096423483,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,2,0.5692884766275584,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,3,0.7746271672325968,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,4,0.8328683538733586,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,5,0.8357785828600575,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,6,0.9037661502675742,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,7,0.983410416583161,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,8,0.9949451968683055,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,9,1.0824920400868634,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.16666666666666666,0.5235987755982988,trivial,10,1.1782690494675172,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,1,0.7308707980950336,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,2,0.7331711809214412,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,3,0.8707228089589036,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,4,0.9677608792097003,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,5,0.9744732689452338,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,6,0.9753534517331435,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,7,1.0232204889161631,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,8,1.094670276243512,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,9,1.096339975588304,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.25,0.7853981633974483,trivial,10,1.0973505692568333,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,1,0.8839266688627032,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,2,0.8883671259934629,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,3,0.960316207200805,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,4,1.1331594711946447,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,5,1.143196901022202,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,6,1.2064025673384708,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,7,1.2247110987407426,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,8,1.2911191916676672,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,9,1.3869105317025614,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.3333333333333333,1.0471975511965976,trivial,10,1.490904623975516,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,1,1.0046994215224738,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,2,1.0111385810230467,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,3,1.0354396108219206,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,4,1.2873382750816031,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,5,1.2969934147838673,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,6,1.297378677541519,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,7,1.2995868275862088,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,8,1.3146467620470472,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,9,1.3158029452052251,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.4166666666666667,1.3089969389957472,trivial,10,1.3166076413063905,8,256,merge,strict,43282536,10/10 eigensolver gate; frozen environment loaded once,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.5,1.5707963267948966,trivial,1,1.0893349334683722,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.5,1.5707963267948966,trivial,2,1.0922263313787621,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.5,1.5707963267948966,trivial,3,1.1000981421282705,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.5,1.5707963267948966,trivial,4,1.2715990095857905,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.5,1.5707963267948966,trivial,5,1.3720536025235124,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.5,1.5707963267948966,trivial,6,1.3998541087868586,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
0.3,0.5,1.5707963267948966,trivial,7,1.4188388322663263,8,256,merge,preliminary,43230054,old even-twelfth points; Arnoldi converged only 0-1 of 10 requested eigenvalues,D:\1 - research\1.24 - Honeycomb_J1J2\analysis\tm_spectrum_compare_20260714\tm_spectrum_J2p0p30_0p40_0p46_0p50_D8_chi256_kpi12.csv,/gpfs/projects/ehpc670/data/J1J2p_Honeycomb_merge(S=0.5,
